texto,intencion,sesgo
"¿en qué sector debo invertir?, la compré a 30, mi punto de equilibrio es 30",pedir_recomendacion,anchoring
"compré a 80, no puedo vender por debajo, no vendo por debajo",quiero_vender,anchoring
"¿me pueden dar una recomendación?, no me parece un buen precio de salida, mejor aguardo",pedir_recomendacion,anchoring
"explícame qué es un fondo mutuo, no me parece un buen precio de salida, mejor aguardo",explicar_concepto,anchoring
"¿cómo funciona el trading?, a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",explicar_concepto,anchoring
"No me parece justo vender a este nivel, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"explícame qué es un bono, compré a 80, no puedo vender por debajo",explicar_concepto,anchoring
"la compré a 30, mi punto de equilibrio es 30, no vendo por debajo",quiero_vender,anchoring
"¿Cuánto vale comparado con mi precio de compra? no me gusta vender a este nivel, prefiero mantener",consultar_cartera,anchoring
"¿Cuánto vale comparado con mi precio de compra? compré a 50, tengo que esperar a que vuelva a 50",consultar_cartera,anchoring
"A este precio no me convence, cuando vuelva al nivel donde compré ya vemos, no vendo por debajo",quiero_vender,anchoring
"¿qué es un índice bursátil?, compré a 150, necesito que vuelva a ese nivel",explicar_concepto,anchoring
"¿qué es buena inversión ahora?, compré a 150, necesito que vuelva a ese nivel",pedir_recomendacion,anchoring
¿Cuánto vale comparado con mi precio de compra? no me parece el momento adecuado para vender a este precio,consultar_cartera,anchoring
"¿qué recomiendan para mi cartera?, no me parece justo vender a este nivel, prefiero esperar",pedir_recomendacion,anchoring
"¿Cuánto vale comparado con mi precio de compra? este precio está por debajo de lo que esperaba, mejor espero",consultar_cartera,anchoring
"A este nivel no me siento cómodo vendiendo, prefiero esperar, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿Cuánto vale comparado con mi precio de compra? compré a 150, necesito que vuelva a ese nivel",consultar_cartera,anchoring
"¿dónde me conviene invertir?, compré a 150, necesito que vuelva a ese nivel",pedir_recomendacion,anchoring
"¿en qué sector debo invertir?, a este nivel no me siento cómodo vendiendo, prefiero esperar",pedir_recomendacion,anchoring
"¿qué me sugieren hacer con mi dinero?, a este precio no estoy cómodo, prefiero esperar una mejora",pedir_recomendacion,anchoring
"¿me pueden dar una recomendación?, la compré a 200, no vendo por debajo de eso",pedir_recomendacion,anchoring
"Este precio está por debajo de lo que esperaba, mejor espero, por eso no quiero comprar ahora",quiero_comprar,anchoring
"compré a 80, no puedo vender por debajo, no vendo por debajo",quiero_vender,anchoring
"explícame qué es un bono, la compré a 200, no vendo por debajo de eso",explicar_concepto,anchoring
"No estoy convencido de vender a este precio, mejor mantengo, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿cómo funciona el interés compuesto?, no me parece el momento adecuado para vender a este precio",explicar_concepto,anchoring
"mi precio de compra fue 100, no vendo por menos, no vendo por debajo",quiero_vender,anchoring
"¿Cuánto vale comparado con mi precio de compra? a este nivel no me siento cómodo vendiendo, prefiero esperar",consultar_cartera,anchoring
"Este precio está por debajo de lo que esperaba, mejor espero, por eso no quiero comprar ahora",quiero_comprar,anchoring
"Este nivel no me parece adecuado para vender, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"compré a 80, no puedo vender por debajo, no vendo por debajo",quiero_vender,anchoring
"¿qué me sugieren hacer con mi dinero?, a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",pedir_recomendacion,anchoring
"¿cómo funciona el mercado de valores?, la compré a 200, no vendo por debajo de eso",explicar_concepto,anchoring
"Este precio está por debajo de lo que esperaba, mejor espero, no vendo por debajo",quiero_vender,anchoring
"¿qué es un índice bursátil?, a este nivel no me siento cómodo vendiendo, prefiero esperar",explicar_concepto,anchoring
"¿dónde me conviene invertir?, compré a 50, tengo que esperar a que vuelva a 50",pedir_recomendacion,anchoring
"¿qué acción es buena compra?, no me parece un buen precio de salida, mejor aguardo",pedir_recomendacion,anchoring
"compré a 80, no puedo vender por debajo, no vendo por debajo",quiero_vender,anchoring
"A este nivel no me siento cómodo vendiendo, prefiero esperar, por eso no quiero comprar ahora",quiero_comprar,anchoring
"compré a 150, necesito que vuelva a ese nivel, por eso no quiero comprar ahora",quiero_comprar,anchoring
"la compré a 200, no vendo por debajo de eso, no vendo por debajo",quiero_vender,anchoring
"¿qué es un ETF?, a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",explicar_concepto,anchoring
"No me parece un buen precio de salida, mejor aguardo, no vendo por debajo",quiero_vender,anchoring
"¿cómo funciona el trading?, no me parece el momento adecuado para vender a este precio",explicar_concepto,anchoring
"¿qué es la volatilidad?, no me gusta vender a este nivel, prefiero mantener",explicar_concepto,anchoring
"¿qué me sugieren hacer con mi dinero?, a este nivel no me siento cómodo vendiendo, prefiero esperar",pedir_recomendacion,anchoring
"¿Cuánto vale comparado con mi precio de compra? no me parece un buen precio de salida, mejor aguardo",consultar_cartera,anchoring
"Este precio está por debajo de lo que esperaba, mejor espero, no vendo por debajo",quiero_vender,anchoring
"explícame qué es una acción, a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",explicar_concepto,anchoring
"A este precio no me convence, cuando vuelva al nivel donde compré ya vemos, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿me pueden dar una recomendación?, no estoy convencido de vender a este precio, mejor mantengo",pedir_recomendacion,anchoring
"¿Cuánto vale comparado con mi precio de compra? compré a 80, no puedo vender por debajo",consultar_cartera,anchoring
¿Cuánto vale comparado con mi precio de compra? no me parece el momento adecuado para vender a este precio,consultar_cartera,anchoring
"compré a 50, tengo que esperar a que vuelva a 50, no vendo por debajo",quiero_vender,anchoring
"¿Cuánto vale comparado con mi precio de compra? no estoy convencido de vender a este precio, mejor mantengo",consultar_cartera,anchoring
"¿qué es la capitalización bursátil?, la compré a 200, no vendo por debajo de eso",explicar_concepto,anchoring
"No me parece el momento adecuado para vender a este precio, no vendo por debajo",quiero_vender,anchoring
"¿en qué sector debo invertir?, este nivel no me parece adecuado para vender, prefiero esperar",pedir_recomendacion,anchoring
"A este nivel no me siento cómodo vendiendo, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"¿Cuánto vale comparado con mi precio de compra? este precio está por debajo de lo que esperaba, mejor espero",consultar_cartera,anchoring
