texto,intencion,sesgo
"compré a 156, no vendo hasta ese precio!!!",pedir_recomendacion,anchoring
quiero revisar mi situación patrimonial,consultar_cartera,ninguno
¿en qué oil debo invertir? por favor,pedir_recomendacion,ninguno
oye quiero vender mis posiciones sensibles,quiero_vender,ninguno
VOY A LIQUIDAR MIS INVERSIONES ESPECULATIVAS,quiero_vender,ninguno
cómo funciona el valuation?,explicar_concepto,ninguno
estoy buscando oportunidades de compra,quiero_comprar,ninguno
ayuda ¿cómo funciona el análisis de opciones?,pedir_recomendacion,ninguno
oye ¿cuál es el valor de mis activos financieros?,consultar_cartera,ninguno
ayuda prefiero aguantar,pedir_recomendacion,loss_aversion
¿es buen momento para vender? urgente,quiero_vender,ninguno
esto es obvio!!!,pedir_recomendacion,overconfidence
no puedo aceptar esta pérdida,pedir_recomendacion,loss_aversion
"mi costo fue 50, necesito recuperar 50",pedir_recomendacion,anchoring
esto es obvio,pedir_recomendacion,overconfidence
oye voy a vender todo,quiero_vender,ninguno
cuánto vale todo lo que tengo invertido?,consultar_cartera,ninguno
¿cuánto vale mi portfolio actual?,consultar_cartera,ninguno
¿qué es el factor investing?,pedir_recomendacion,ninguno
¡es el fin del mundo!,pedir_recomendacion,panico
dime cómo van mis resultados,consultar_cartera,ninguno
¿EN QUÉ OIL DEBO INVERTIR?,pedir_recomendacion,ninguno
¿qué es el ISM?!,explicar_concepto,ninguno
¿cómo funciona el análisis de crecimiento?,pedir_recomendacion,ninguno
"compré a 70, no vendo por debajo",pedir_recomendacion,anchoring
oye quiero vender mis inversiones a largo plazo,quiero_vender,ninguno
oye ¿dónde está el potencial de crecimiento?,pedir_recomendacion,ninguno
estoy considerando vender mis posiciones dominantes urgente,quiero_vender,ninguno
esto es garantizado,pedir_recomendacion,overconfidence
¿cuánto dinero tengo en el mercado bursátil?,consultar_cartera,ninguno
necesito ver el estado de mis activos por favor,consultar_cartera,ninguno
¡esta es la época dorada y me la estoy perdiendo!,pedir_recomendacion,fomo
voy a vender mis acciones de salud por favor,quiero_vender,ninguno
qué es el ISM?,explicar_concepto,ninguno
mejor lo dejo ahí,pedir_recomendacion,loss_aversion
quiero vender mis acciones de China,quiero_vender,ninguno
explícame qué es diversificación!,explicar_concepto,ninguno
¿qué es el put-call ratio?,pedir_recomendacion,ninguno
¿cómo funciona el análisis monetario? por favor,explicar_concepto,ninguno
nunca puedo vender así,pedir_recomendacion,loss_aversion
mejor esperar por favor,pedir_recomendacion,loss_aversion
¡esto es un horror!,pedir_recomendacion,panico
qué me dicen de renewable energy?,pedir_recomendacion,ninguno
esperaré a que suba,pedir_recomendacion,loss_aversion
"compré a 164, no vendo hasta ese precio",pedir_recomendacion,anchoring
¿dónde debería poner mis ahorros? urgente,pedir_recomendacion,ninguno
"mi precio de compra fue 100, espero ese nivel!!!",pedir_recomendacion,anchoring
¿qué tal si compro tesla?,quiero_comprar,ninguno
explícame qué es el bid-ask spread,explicar_concepto,ninguno
¿QUÉ ACCIÓN ME RECOMIENDAN VENDER?,pedir_recomendacion,ninguno
quiero vender mis acciones de energía,quiero_vender,ninguno
NO PUEDO VER MÁS HISTORIAS DE ÉXITO,pedir_recomendacion,fomo
¿QUÉ ES EL MOAT ECONÓMICO?,pedir_recomendacion,ninguno
"la compré a 110, ese es mi precio base",pedir_recomendacion,anchoring
¡esto es una pesadilla!,pedir_recomendacion,panico
¿qué es blockcain?,pedir_recomendacion,ninguno
ESTO ES MI SUPERPOTENCIA,pedir_recomendacion,overconfidence
¿qué es el RSI? por favor,pedir_recomendacion,ninguno
¿qué me dicen de impact investing?,pedir_recomendacion,ninguno
necesito información sobre VPN!!!,pedir_recomendacion,ninguno
quiero ver mi rendimiento,consultar_cartera,ninguno
"mi precio de entrada fue 120, espero ese nivel!!!",pedir_recomendacion,anchoring
quiero salirme del mercado por un tiempo!,quiero_vender,ninguno
mi talento es divino,pedir_recomendacion,overconfidence
¿qué es el beta?!,explicar_concepto,ninguno
"la compré a 30, mi punto de equilibrio es 30",pedir_recomendacion,anchoring
¿qué me recomiendan para gold? urgente,pedir_recomendacion,ninguno
oye estoy pensando en comprar REITs,quiero_comprar,ninguno
nadie entiende la dinámica como yo,pedir_recomendacion,overconfidence
¡tengo que arrepentirme si no entro ahora!,pedir_recomendacion,fomo
necesito vender mis fondos urgente,quiero_vender,ninguno
quiero diversificar con nuevas compras urgente,quiero_comprar,ninguno
boi a liquidar mis posiciones de commodities urgente,quiero_vender,ninguno
¿dónde invierto?!,pedir_recomendacion,ninguno
¿cuál es el valor total de mis activos?!,consultar_cartera,ninguno
¿qué es la política fiscal? urgente,explicar_concepto,ninguno
estoy pensando en vender mis posiciones ganadoras por favor,quiero_vender,ninguno
¿qué significa green investing? urgente,explicar_concepto,ninguno
